trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0172061	0.0082
0.0024	-0.0378	-0.0094	-0.0001012290966156711	-2.96705972839036e-05	-8.726646259971648e-06	0.95171291	42.07238388	0.95593241	0.05658131700797731	0.0165548	0.00573
-0.0035	-0.0613	0.0317	-0.0006178465552059926	-4.0142572795869576e-05	-8.552113334772214e-05	0.96328408	42.5839119	0.95837781	0.10069419605950188	0.0132841	0.00197
-0.0071	0.1866	0.136	-8.901179185171081e-05	-2.268928027592628e-05	2.268928027592628e-05	1.76537848	78.04210663	1.44569546	0.3885249234748937	0.0308153	0.03109
-0.0033	0.1599	0.2206	-0.0017313666179783749	0.0009878563566287904	-0.00020943951023931956	1.43085742	63.25392914	1.2780111	0.25935146267733133	0.0344574	0.048
-0.017	-0.3483	0.1295	-0.004534365396681268	0.0012356931104119853	-0.000736528944341607	2.74752378	121.45981598	2.02866507	0.7918962483294187	0.0210543	0.01199
-0.0338	-0.3856	0.1123	-0.004141666314982544	0.0008883725892651138	-0.0009250245035569946	1.0917449	48.26277924	1.04875384	0.11772575810304917	0.0228088	0.01415
-0.0368	-0.2796	0.1218	-0.004363323129985824	0.0006859143960337716	-0.0009442231253289323	1.08788264	48.09204102	1.03033592	0.140665681500328	0.0204927	0.00871
-0.0337	-0.1492	0.1444	-0.004218460802070294	0.0007923794804054256	-0.0008866272600131194	1.07969189	47.72994995	1.02228225	0.17154616388014987	0.0187874	0.00898
-0.0316	-0.0191	0.1546	-0.003820525732615587	0.0008168140899333463	-0.0009162978572970229	1.05802739	46.77223206	1.00231544	0.16500201381332652	0.0211002	0.01505
-0.0363	0.099	0.1605	-0.004218460802070294	0.0008552113334772215	-0.0010157816246606998	1.03784549	45.88004684	0.99016121	0.15549080401811297	0.0253551	0.02577
-0.0378	0.1734	0.148	-0.004328416544945937	0.0008395033702092724	-0.001048942880448592	0.94882751	41.94482803	0.96269847	0.09634124809657423	0.0284821	0.03446
-0.0426	0.228	0.1459	-0.0045204027626653135	0.0008203047484373349	-0.0012356931104119853	1.0700711	47.30464554	1.0335983	0.08139675347273534	0.0290096	0.037
-0.0545	-0.0199	0.1262	-0.004139920985730549	0.0010297442586766543	-0.0014259339988793671	1.89819777	83.91365051	1.53130703	0.31850810878207336	0.012702	0.00457
-0.0634	-0.1251	0.1543	-0.0036721727461960694	0.0005218534463463045	-0.0014311699866353504	1.24935186	55.23011398	1.13952353	0.19124375198104063	0.0102155	0.00107
-0.0625	-0.0039	0.163	-0.00415213829049451	0.0006527531402458793	-0.0016074482410867775	1.0625484	46.97209167	0.99991568	0.17015717463247215	0.0102276	0.00123
-0.0627	0.0326	0.1709	-0.00437379510549779	0.000640535835481919	-0.0016859880574265225	0.90978104	40.21870041	0.92773747	0.06022069680534925	0.00985241	0.00137
-0.0628	0.0357	0.1619	-0.0041277036809665895	0.0005672320068981572	-0.0017383479349863521	0.93100858	41.15710831	0.92720591	0.0307877565337396	0.0100626	0.00145
-0.0628	0.0171	0.1544	-0.0037419859162758423	0.0005305800926062762	-0.0017383479349863521	0.97761732	43.21754074	0.96480952	0.04721848394913139	0.0107644	0.0015
-0.0547	-0.0058	0.1766	-0.0037227872945039047	0.00041713369122664475	-0.001574286985298885	0.9879719	43.67528534	0.9641236	0.0680352986419518	0.00947273	0.00124
-0.0539	-0.0281	0.1838	-0.0037419859162758423	0.0003961897402027128	-0.001579522973054868	0.93012351	41.11798096	0.92879753	0.032568928027592606	0.0095675	0.00123
-0.0545	-0.0323	0.1885	-0.003597123588360313	0.0003316125578789226	-0.0016004669240788003	0.86498493	38.23839951	0.9040027	0.021019173063162592	0.00953162	0.00116
-0.0527	-0.064	0.1849	-0.0035953782591083183	0.0003351032163829112	-0.001614429558094755	0.87636697	38.7415657	0.90945531	0.038059931088596885	0.00992227	0.00098
-0.053	0.0066	0.1974	-0.0035831609543443585	0.0004363323129985824	-0.001656317460142619	0.99011177	43.7698822	0.97620201	0.09116671517137472	0.0098533	0.00081
-0.0448	-0.1105	0.144	-0.002816961412718848	0.0004991641660703782	-0.001635373509118687	1.19403136	52.78456116	1.07738528	0.2211987672860619	0.00914186	0.00042
-0.0405	-0.1307	0.1347	-0.00239459173373622	0.0005375614096142535	-0.0012863076587198209	0.98912197	43.72612762	0.96915222	0.07429163864626849	0.00833666	0.00039
-0.0404	-0.0364	0.1434	-0.002234021442552742	0.0004747295565424576	-0.0012374384396639797	1.02697885	45.39966583	0.97862776	0.11671356816555578	0.00753558	0.00015
-0.0407	-0.0658	0.1349	-0.0026302111827554544	0.0004380776422505767	-0.0012636183784438947	1.00798261	44.55989838	0.97220243	0.06115107966372542	0.00754499	0.00022
-0.0426	-0.0361	0.1531	-0.0027314402793711255	0.00039269908169872416	-0.0012688543661998775	0.99470091	43.97275543	0.96493766	0.057392182246175344	0.00810778	0.00015
-0.0401	-0.1073	0.1362	-0.003115412714809878	0.000439822971502571	-0.0012671090369478833	1.02422202	45.27779388	0.97212016	0.11224208272472971	0.00854552	0.00031
-0.0421	0.0279	0.1709	-0.0030647981665020423	0.0005201081170943102	-0.0012671090369478833	1.18078959	52.1991806	1.04856257	0.17844498469497877	0.00861889	0.00033
-0.0373	-0.11	0.1595	-0.0034627332359567498	0.0006003932626860494	-0.0012356931104119853	1.19963264	53.03217697	1.06765475	0.17958180707911722	0.00867522	0.00096
-0.037	0.0395	0.1779	-0.0034313173094208515	0.000757472895365539	-0.0011711159280881952	1.25844729	55.63219452	1.10249052	0.18085363707695887	0.00911504	0.00125
-0.0299	-0.1322	0.1612	-0.0037350045992678655	0.0008639379797371932	-0.0010262536001726657	1.31770313	58.25171661	1.12881521	0.22325073510670987	0.00891513	0.00113
-0.0265	-0.0006	0.1597	-0.003607595563872279	0.0010524335389525807	-0.0009407324668249436	1.22387171	54.10371017	1.06886723	0.1565712863979348	0.00862318	0.001
-0.0221	-0.1086	0.1795	-0.0036459928074161546	0.00102799892942466	-0.0008639379797371932	1.19877112	52.99408722	1.06194723	0.1391813170079773	0.00855875	0.00049
-0.0163	-0.0064	0.1686	-0.0034103733583969193	0.001059414855960558	-0.0007609635538695277	1.15776241	51.18121719	1.03523562	0.1374004900711399	0.00754446	0.00041
-0.0169	-0.0648	0.191	-0.0035238197597765512	0.0010663961729685354	-0.0007819075048934597	1.09466374	48.39181519	1.00654732	0.08846858347057705	0.0062685	0.00016
-0.0106	0.0127	0.1576	-0.0029164451800825246	0.0010786134777324957	-0.0006771877497737998	1.10872483	49.01341248	1.02389884	0.15341558197888236	0.00670654	0.00016
-0.0084	-0.0652	0.1722	-0.0030874874467779687	0.0011414453308042916	-0.0006073745796940267	1.07015443	47.30833054	0.99383683	0.10988436449235064	0.00601315	0.00015
-0.0042	0.0086	0.1571	-0.002537708732399755	0.0011397000015522971	-0.0005148721293383271	1.08789515	48.09259415	0.99959773	0.12530132469929536	0.00632828	0.00015
-0.0055	-0.0956	0.1742	-0.0027558748888990466	0.0012077678423800758	-0.0005480333851262194	1.09465349	48.39135742	1.00606581	0.1385697626557481	0.00602043	0.00012
-0.0033	-0.023	0.1562	-0.0022602013813326567	0.0011798425743481666	-0.0005480333851262194	1.02392495	45.2646637	0.97721651	0.11897993877991492	0.00569439	0.00016
-0.004	-0.1133	0.1729	-0.0018605209826259553	0.001085594794740473	-0.0005585053606381855	1.06675255	47.15794373	0.99959226	0.13292000769131804	0.00677723	0.00013
0.0053	-0.0391	0.1553	-0.0013421581947836393	0.000926769832808989	-0.0004206243497306334	1.09336388	48.33435059	1.01631743	0.14185343803406758	0.00736904	0.00018
0.0085	-0.1662	0.1688	-0.0015865042900628454	0.0008848819307611251	-0.0003665191429188092	1.14412344	50.57827759	1.03731918	0.16081696020694472	0.00647414	0.00016
0.0071	-0.0623	0.1563	-0.001335176877775662	0.0008709192967451704	-0.000445058959258554	1.04130113	46.03281021	0.98253457	0.13499149313214415	0.00657213	8e-05
0.0084	-0.1513	0.1663	-0.001322959573011702	0.0009372418083209549	-0.0003473205211468716	1.01019633	44.65776062	0.97415568	0.10911391272257136	0.00728834	0.00014
0.0053	-0.0524	0.1503	-0.0006544984694978735	0.0008133234314293575	-0.000445058959258554	1.05507314	46.64163208	0.99142369	0.16250589592585543	0.00862783	0.00011
0.0084	-0.1598	0.1655	-0.0009250245035569946	0.0009232791743050004	-0.00037350045992678646	1.06378698	47.02684402	0.99633759	0.14830201381332658	0.00730377	0.00019
0.0089	-0.015	0.1577	-0.0007661995416255106	0.0009302604913129776	-0.0004136430327226561	1.14027488	50.4081459	1.03318333	0.16339744258676656	0.00836933	0.00018
0.01	-0.1264	0.1699	-0.0008517206749732328	0.0009546951008408983	-0.0003892084231947355	1.06088567	46.89858627	0.99438496	0.1314195176201782	0.00802779	0.00017
0.009	-0.0241	0.1675	-0.0008168140899333463	0.000905825881785057	-0.0004136430327226561	1.01692212	44.95508957	0.97370282	0.11111052068118243	0.00845951	0.00018
0.01	-0.1107	0.1851	-0.001223475805648025	0.0009896016858807848	-0.00037524578917878077	0.99505883	43.9885788	0.96387904	0.13164173816771405	0.00645381	0.00014
0.0092	-0.0707	0.1705	-0.001054178868204575	0.0010175269539126942	-0.00042760566673861073	0.93258828	41.22694016	0.93618217	0.06787910415175945	0.00695515	0.00017
0.0098	-0.1185	0.1789	-0.0011274826967883368	0.0010105456369047167	-0.00041538836197465044	0.95354056	42.15317917	0.94339163	0.06142512251778496	0.00677741	7e-05
